Trip ID,Location,Country,Category,Visitor Name,Age,Gender,Rating,Accommodation Available,Accommodation Type,Accommodation Amount,Travel Start Date,Travel End Date,Transport Mode,Destination,Transport Cost
378,New York,USA,urban,Shelia Mcdonald,57,Male,4.6,Yes,Hostel,135,03/07/2025,03/18/2025,Flight,"New York, USA",900
379,Cancun,Mexico,beach,Jose Phillips,64,Female,1.6,Yes,Hostel,463,03/13/2025,03/22/2025,Bus,"Cancun, Mexico",347
380,Singapore,Singapore,urban,Bonnie Bailey,60,Male,2.9,Yes,Apartment,312,06/09/2024,06/18/2024,Cruise,"Singapore, Singapore",481
381,Barcelona,Spain,urban,Beth Hardy,50,Male,1.3,Yes,Apartment,198,09/04/2024,09/13/2024,Car Rental,"Barcelona, Spain",566
382,Venice,Italy,historical,Derrick Carroll,49,Female,4.4,Yes,Guesthouse,387,02/22/2025,03/01/2025,Car Rental,"Venice, Italy",449
383,Marrakech,Morocco,cultural,Alicia Hayes,18,Male,2.7,Yes,Hotel,65,09/01/2024,09/05/2024,Train,"Marrakech, Morocco",752
384,Tokyo,Japan,urban,Cynthia Contreras,34,Female,4.4,Yes,Guesthouse,211,07/01/2024,07/08/2024,Flight,"Tokyo, Japan",643
385,Bali,Indonesia,beach,Lindsey Mccullough,63,Male,4,Yes,Resort,451,11/14/2024,11/17/2024,Flight,"Bali, Indonesia",445
386,Bangkok,Thailand,urban,Angela Hines,42,Female,1.3,Yes,Guesthouse,443,05/22/2024,05/30/2024,Flight,"Bangkok, Thailand",902
387,Tokyo,Japan,urban,Justin Gray,56,Male,2.7,Yes,Guesthouse,205,07/24/2024,07/29/2024,Bus,"Tokyo, Japan",927
388,Phuket,Thailand,beach,Richard Figueroa,65,Female,2.3,Yes,Hotel,136,02/27/2025,03/10/2025,Cruise,"Phuket, Thailand",265
389,London,UK,urban,Corey Steele,69,Female,3.8,Yes,Apartment,348,10/26/2024,10/31/2024,Flight,"London, UK",169
390,Venice,Italy,historical,Dominique Barker,41,Female,1.1,Yes,Guesthouse,446,08/22/2024,08/24/2024,Train,"Venice, Italy",468
391,Cape Town,South Africa,nature,Patricia Martin,69,Female,2.9,Yes,Hotel,406,10/16/2024,10/25/2024,Flight,"Cape Town, South Africa",112
392,Venice,Italy,historical,Heather Scott,59,Female,4.4,Yes,Guesthouse,271,07/11/2024,07/24/2024,Car Rental,"Venice, Italy",878
393,Barcelona,Spain,urban,Julie Graham,23,Male,1.3,Yes,Hostel,481,10/22/2024,10/29/2024,Bus,"Barcelona, Spain",156
394,Dubai,UAE,urban,Sarah Whitney,48,Male,2.4,Yes,Hotel,148,06/23/2024,07/04/2024,Car Rental,"Dubai, UAE",863
395,Istanbul,Turkey,historical,Annette Robinson,55,Male,3.3,Yes,Guesthouse,74,01/28/2025,02/02/2025,Cruise,"Istanbul, Turkey",324
396,Bali,Indonesia,beach,Mark Walker,53,Female,1.7,Yes,Hostel,250,12/27/2024,12/28/2024,Bus,"Bali, Indonesia",310
397,Venice,Italy,historical,Matthew King,48,Female,3.1,Yes,Apartment,332,10/26/2024,10/30/2024,Cruise,"Venice, Italy",515
398,Bali,Indonesia,beach,Damon Williamson,48,Male,4.9,Yes,Apartment,163,08/15/2024,08/25/2024,Train,"Bali, Indonesia",660
399,New York,USA,urban,Steve Rodriguez,24,Female,1.5,Yes,Hostel,155,12/06/2024,12/08/2024,Car Rental,"New York, USA",626
400,Phuket,Thailand,beach,Christopher Schmidt,41,Female,3.5,Yes,Apartment,194,09/22/2024,10/03/2024,Bus,"Phuket, Thailand",707
401,Bangkok,Thailand,urban,Mr. Sean Allen,25,Female,2.8,Yes,Hostel,284,01/05/2025,01/07/2025,Car Rental,"Bangkok, Thailand",136
402,Edinburgh,UK,historical,Gloria May,52,Male,1.7,Yes,Guesthouse,108,02/15/2025,02/16/2025,Cruise,"Edinburgh, UK",621
403,Dubai,UAE,urban,Shawn Phillips,28,Female,4.6,Yes,Resort,365,12/09/2024,12/10/2024,Cruise,"Dubai, UAE",487
404,Dubai,UAE,urban,Jacob Hayes,26,Female,4.6,Yes,Hostel,64,01/19/2025,01/23/2025,Bus,"Dubai, UAE",713
405,Istanbul,Turkey,historical,Amy Phillips,67,Male,2.2,Yes,Apartment,276,05/24/2024,05/31/2024,Bus,"Istanbul, Turkey",111
406,Venice,Italy,historical,Kimberly Crawford,27,Male,1.4,Yes,Apartment,154,03/09/2025,03/21/2025,Car Rental,"Venice, Italy",362
407,Venice,Italy,historical,Michael Massey,43,Male,4,Yes,Hotel,455,04/12/2025,04/25/2025,Flight,"Venice, Italy",400
408,Venice,Italy,historical,Leah Allen,36,Female,3,Yes,Resort,122,03/06/2025,03/20/2025,Flight,"Venice, Italy",802
409,Bora Bora,French Polynesia,beach,Daniel Jones,61,Male,3.5,Yes,Guesthouse,234,09/26/2024,10/07/2024,Cruise,"Bora Bora, French Polynesia",263
410,Bali,Indonesia,beach,Jason Harris,22,Female,4.8,Yes,Apartment,444,09/03/2024,09/15/2024,Flight,"Bali, Indonesia",347
411,Marrakech,Morocco,cultural,Cynthia Lopez,43,Female,2.6,Yes,Resort,351,05/05/2024,05/09/2024,Cruise,"Marrakech, Morocco",885
412,Singapore,Singapore,urban,Phillip Johnson DDS,62,Female,2.1,Yes,Apartment,215,05/12/2024,05/16/2024,Train,"Singapore, Singapore",983
413,Edinburgh,UK,historical,Mr. James Aguirre,20,Female,4.7,Yes,Hostel,394,01/20/2025,01/21/2025,Bus,"Edinburgh, UK",740
414,Tokyo,Japan,urban,Shelby Hernandez,56,Female,2.9,Yes,Guesthouse,157,01/06/2025,01/18/2025,Bus,"Tokyo, Japan",838
415,Marrakech,Morocco,cultural,Lee Gonzalez,52,Female,1.8,Yes,Hostel,162,09/22/2024,09/28/2024,Cruise,"Marrakech, Morocco",294
416,London,UK,urban,Frank Fuentes,54,Male,4.5,Yes,Resort,344,01/26/2025,02/04/2025,Cruise,"London, UK",947
417,Venice,Italy,historical,Daniel Williams,32,Male,2.6,Yes,Hotel,500,06/13/2024,06/22/2024,Cruise,"Venice, Italy",264
418,Bangkok,Thailand,urban,Michelle Williams,29,Female,1.7,Yes,Resort,125,04/06/2025,04/18/2025,Train,"Bangkok, Thailand",895
419,Phuket,Thailand,beach,Debra Wood,47,Female,3.3,Yes,Hotel,302,01/21/2025,02/04/2025,Bus,"Phuket, Thailand",558
420,Paris,France,cultural,Michelle Wade,41,Female,4.6,Yes,Guesthouse,416,06/24/2024,07/01/2024,Train,"Paris, France",946
421,Cape Town,South Africa,nature,Bryan Copeland PhD,69,Female,1.6,Yes,Guesthouse,356,09/26/2024,10/01/2024,Cruise,"Cape Town, South Africa",139
422,Istanbul,Turkey,historical,Mr. David Campos,50,Female,5,Yes,Guesthouse,500,05/26/2024,06/03/2024,Bus,"Istanbul, Turkey",697
423,Marrakech,Morocco,cultural,Diane Baker,63,Male,4.6,Yes,Hotel,178,08/20/2024,08/26/2024,Flight,"Marrakech, Morocco",568
424,Edinburgh,UK,historical,Walter Dennis,34,Male,1.5,Yes,Apartment,293,01/21/2025,02/01/2025,Car Rental,"Edinburgh, UK",613
425,Sydney,Australia,beach,Sarah Bowen,33,Male,2.1,Yes,Apartment,293,03/23/2025,03/28/2025,Bus,"Sydney, Australia",957
426,Amsterdam,Netherlands,urban,George Wilson,35,Female,2.9,Yes,Guesthouse,193,03/27/2025,04/06/2025,Bus,"Amsterdam, Netherlands",52
427,Marrakech,Morocco,cultural,Jordan Hester,41,Male,4.1,Yes,Guesthouse,283,10/07/2024,10/09/2024,Cruise,"Marrakech, Morocco",400
428,London,UK,urban,Stanley Armstrong,22,Female,2.2,Yes,Resort,266,11/19/2024,11/29/2024,Bus,"London, UK",370
429,Tokyo,Japan,urban,Jacob Murray,25,Female,2.6,Yes,Resort,336,11/09/2024,11/15/2024,Flight,"Tokyo, Japan",650
430,Bora Bora,French Polynesia,beach,Anthony Bishop,69,Female,2.7,Yes,Hotel,403,06/24/2024,06/28/2024,Car Rental,"Bora Bora, French Polynesia",88
431,London,UK,urban,Lee Young,30,Female,3.9,Yes,Apartment,276,01/22/2025,01/24/2025,Cruise,"London, UK",535
432,New York,USA,urban,Dave Dougherty,51,Female,1,Yes,Hostel,207,01/29/2025,02/07/2025,Train,"New York, USA",880
433,Rome,Italy,historical,Gerald Williams,64,Male,3.1,Yes,Apartment,473,04/26/2025,05/07/2025,Flight,"Rome, Italy",498
434,Venice,Italy,historical,Angela Harris,23,Female,3.3,Yes,Hotel,106,10/21/2024,10/24/2024,Flight,"Venice, Italy",589
435,Cancun,Mexico,beach,Lauren Conley,18,Female,1.9,Yes,Guesthouse,418,12/21/2024,01/03/2025,Bus,"Cancun, Mexico",320
436,Rome,Italy,historical,Jacob Perry,34,Male,2.5,Yes,Hotel,449,09/12/2024,09/15/2024,Cruise,"Rome, Italy",387
437,London,UK,urban,Curtis Turner,19,Female,4,Yes,Hostel,258,12/01/2024,12/07/2024,Train,"London, UK",670
438,Edinburgh,UK,historical,Kristi Johnson,65,Male,2.5,Yes,Hostel,366,11/28/2024,12/10/2024,Train,"Edinburgh, UK",667
439,Bora Bora,French Polynesia,beach,Tanya Scott,48,Male,3.2,Yes,Hostel,313,09/25/2024,10/09/2024,Flight,"Bora Bora, French Polynesia",843
440,Marrakech,Morocco,cultural,Ariana Bennett,44,Male,1.7,Yes,Hostel,61,12/24/2024,12/29/2024,Bus,"Marrakech, Morocco",833
441,Edinburgh,UK,historical,Amanda Bradshaw,43,Female,1.4,Yes,Guesthouse,390,10/12/2024,10/23/2024,Cruise,"Edinburgh, UK",508
442,Barcelona,Spain,urban,Heather Warren,60,Male,3.5,Yes,Hostel,352,03/30/2025,04/08/2025,Cruise,"Barcelona, Spain",249
443,Istanbul,Turkey,historical,Nancy Garcia,23,Female,4.9,Yes,Hostel,332,06/11/2024,06/15/2024,Bus,"Istanbul, Turkey",603
444,Venice,Italy,historical,Mrs. Linda Austin,23,Female,4.2,Yes,Hostel,125,05/31/2024,06/09/2024,Cruise,"Venice, Italy",115
445,Phuket,Thailand,beach,Crystal Foley,38,Male,1.8,Yes,Apartment,248,04/20/2025,04/29/2025,Car Rental,"Phuket, Thailand",160
446,Paris,France,cultural,Allen Nelson,35,Female,4,Yes,Apartment,203,08/17/2024,08/18/2024,Cruise,"Paris, France",334
447,London,UK,urban,Mario Turner,18,Male,2.3,Yes,Apartment,90,09/06/2024,09/13/2024,Car Rental,"London, UK",776
448,Istanbul,Turkey,historical,Lucas Gibson,36,Male,2.4,Yes,Resort,56,08/14/2024,08/16/2024,Bus,"Istanbul, Turkey",500
449,Istanbul,Turkey,historical,Sarah Cortez,28,Male,2.1,Yes,Apartment,422,12/01/2024,12/07/2024,Train,"Istanbul, Turkey",466
450,Singapore,Singapore,urban,Rachel Nicholson,50,Male,1.1,Yes,Hostel,288,10/21/2024,10/27/2024,Bus,"Singapore, Singapore",752
451,Cape Town,South Africa,nature,Kyle Weeks,61,Female,3.5,Yes,Hostel,451,03/01/2025,03/15/2025,Train,"Cape Town, South Africa",957
452,Istanbul,Turkey,historical,Bobby Miller,30,Male,2.5,Yes,Guesthouse,382,09/26/2024,10/09/2024,Cruise,"Istanbul, Turkey",305
453,Istanbul,Turkey,historical,Julia Wallace,56,Male,4.8,Yes,Apartment,290,07/21/2024,08/02/2024,Bus,"Istanbul, Turkey",199
454,Sydney,Australia,beach,Anthony Underwood,66,Male,1.5,Yes,Hotel,360,09/28/2024,10/03/2024,Bus,"Sydney, Australia",332
455,Singapore,Singapore,urban,Paul Perry,57,Female,3.5,Yes,Apartment,120,01/20/2025,01/21/2025,Train,"Singapore, Singapore",204
456,London,UK,urban,Elizabeth Mcguire,59,Male,3.7,Yes,Hostel,308,03/06/2025,03/10/2025,Train,"London, UK",276
457,Rome,Italy,historical,Ruben White,33,Female,1.7,Yes,Hotel,99,06/08/2024,06/13/2024,Bus,"Rome, Italy",924
458,New York,USA,urban,Pamela Kelley,55,Male,2.7,Yes,Hotel,314,11/08/2024,11/14/2024,Train,"New York, USA",126
459,Sydney,Australia,beach,Stephanie House,58,Female,3.8,Yes,Guesthouse,153,08/24/2024,09/07/2024,Flight,"Sydney, Australia",447
460,Dubai,UAE,urban,Christopher Hubbard,29,Male,3.6,Yes,Resort,337,01/07/2025,01/16/2025,Bus,"Dubai, UAE",482
461,Tokyo,Japan,urban,Stephen Jones,28,Female,3.2,Yes,Hostel,476,06/27/2024,06/28/2024,Train,"Tokyo, Japan",152
462,Sydney,Australia,beach,Paul Rasmussen,39,Male,3.7,Yes,Resort,134,11/21/2024,11/26/2024,Bus,"Sydney, Australia",874
463,Bora Bora,French Polynesia,beach,Emma Martin,26,Male,4,Yes,Hotel,444,12/24/2024,12/26/2024,Flight,"Bora Bora, French Polynesia",636
464,Sydney,Australia,beach,Russell Campbell,44,Male,1.5,Yes,Guesthouse,492,02/20/2025,02/21/2025,Train,"Sydney, Australia",535
465,Edinburgh,UK,historical,Erin Black,34,Female,1.9,Yes,Resort,355,07/22/2024,07/30/2024,Bus,"Edinburgh, UK",655
466,Bali,Indonesia,beach,Dr. Brandon Henson,18,Male,1.8,Yes,Apartment,145,12/26/2024,01/09/2025,Bus,"Bali, Indonesia",186
467,Rome,Italy,historical,Rebecca Allen,18,Female,3.2,Yes,Resort,282,05/11/2024,05/15/2024,Flight,"Rome, Italy",957
468,London,UK,urban,Kenneth Anderson,56,Female,3.1,Yes,Guesthouse,175,06/06/2024,06/14/2024,Bus,"London, UK",755
469,Cape Town,South Africa,nature,William Stone,40,Female,1.5,Yes,Hotel,252,10/19/2024,10/31/2024,Bus,"Cape Town, South Africa",361
470,Phuket,Thailand,beach,Ronald Beck,45,Female,2.7,Yes,Apartment,412,02/18/2025,03/02/2025,Car Rental,"Phuket, Thailand",801
471,Marrakech,Morocco,cultural,Kimberly Kelley,59,Male,3.1,Yes,Hotel,152,07/28/2024,08/04/2024,Cruise,"Marrakech, Morocco",707
472,Marrakech,Morocco,cultural,Dr. Terri Perez,25,Female,2.5,Yes,Resort,169,07/29/2024,08/10/2024,Train,"Marrakech, Morocco",777
473,Singapore,Singapore,urban,Matthew Stephens MD,34,Male,1.1,Yes,Hostel,216,08/13/2024,08/21/2024,Bus,"Singapore, Singapore",868
474,Sydney,Australia,beach,Stephanie Hernandez,56,Male,4.4,Yes,Hotel,108,06/04/2024,06/07/2024,Cruise,"Sydney, Australia",713
475,Cancun,Mexico,beach,Stacey Murphy,54,Male,4.3,Yes,Resort,148,10/09/2024,10/23/2024,Bus,"Cancun, Mexico",126
476,Marrakech,Morocco,cultural,Terri Barnett,47,Male,3.9,Yes,Hostel,254,11/12/2024,11/25/2024,Car Rental,"Marrakech, Morocco",612
477,Venice,Italy,historical,Logan Henson,54,Female,1.2,Yes,Hotel,86,11/29/2024,12/12/2024,Car Rental,"Venice, Italy",402
478,Bangkok,Thailand,urban,Yvonne Adams,50,Female,4.1,Yes,Resort,489,12/10/2024,12/16/2024,Car Rental,"Bangkok, Thailand",113
479,Singapore,Singapore,urban,Kenneth Smith,56,Female,2.1,Yes,Guesthouse,371,12/12/2024,12/17/2024,Bus,"Singapore, Singapore",333
480,Marrakech,Morocco,cultural,Anna Campbell,20,Male,4.3,Yes,Hostel,206,12/14/2024,12/23/2024,Cruise,"Marrakech, Morocco",317
481,Istanbul,Turkey,historical,Lisa Jones,32,Male,4.1,Yes,Apartment,66,09/25/2024,09/27/2024,Bus,"Istanbul, Turkey",745
482,Barcelona,Spain,urban,Mary Glover,20,Female,3.2,Yes,Guesthouse,398,01/18/2025,01/30/2025,Train,"Barcelona, Spain",460
483,London,UK,urban,Christopher Morris,45,Male,4.7,Yes,Resort,378,06/14/2024,06/16/2024,Train,"London, UK",786
484,Tokyo,Japan,urban,David Petersen,69,Male,4.4,Yes,Hotel,81,02/01/2025,02/11/2025,Car Rental,"Tokyo, Japan",629
485,Bali,Indonesia,beach,Jason Potter Jr.,68,Male,3.9,Yes,Hostel,99,06/18/2024,06/23/2024,Flight,"Bali, Indonesia",753
486,London,UK,urban,Brandon Middleton,53,Female,4.3,Yes,Resort,141,11/06/2024,11/13/2024,Bus,"London, UK",89
487,Paris,France,cultural,Sarah Robinson,54,Male,1.4,Yes,Hotel,157,03/15/2025,03/25/2025,Flight,"Paris, France",159
488,Cape Town,South Africa,nature,Carl Cabrera,40,Male,3.1,Yes,Hostel,86,06/03/2024,06/15/2024,Cruise,"Cape Town, South Africa",164
489,Bali,Indonesia,beach,Laurie Riddle,33,Female,3.6,Yes,Apartment,394,08/12/2024,08/26/2024,Cruise,"Bali, Indonesia",827
490,New York,USA,urban,Julie Smith,67,Female,2.9,Yes,Apartment,146,02/17/2025,02/27/2025,Cruise,"New York, USA",77
491,Dubai,UAE,urban,Haley Williams,70,Male,1.7,Yes,Hotel,249,11/16/2024,11/17/2024,Cruise,"Dubai, UAE",268
492,Sydney,Australia,beach,Noah Simpson,28,Female,3.9,Yes,Resort,367,10/02/2024,10/03/2024,Bus,"Sydney, Australia",920
493,Bangkok,Thailand,urban,Sarah Tran,65,Male,2.3,Yes,Guesthouse,91,04/11/2025,04/13/2025,Bus,"Bangkok, Thailand",569
494,Marrakech,Morocco,cultural,Toni Becker,42,Male,2.1,Yes,Hotel,54,03/02/2025,03/04/2025,Bus,"Marrakech, Morocco",508
495,Cape Town,South Africa,nature,Jasmin Beck,61,Male,3.1,Yes,Apartment,177,03/01/2025,03/02/2025,Bus,"Cape Town, South Africa",88
496,Edinburgh,UK,historical,Walter Ramos,21,Female,3.8,Yes,Guesthouse,190,12/28/2024,12/30/2024,Car Rental,"Edinburgh, UK",366
497,Dubai,UAE,urban,Amber Castillo,48,Female,3,Yes,Resort,246,11/30/2024,12/03/2024,Train,"Dubai, UAE",940
498,Venice,Italy,historical,Jennifer Zimmerman,69,Male,4.8,Yes,Hostel,433,07/13/2024,07/18/2024,Train,"Venice, Italy",111
499,Tokyo,Japan,urban,Jessica Phillips,36,Female,1.7,Yes,Hostel,371,06/29/2024,07/08/2024,Cruise,"Tokyo, Japan",868
500,Barcelona,Spain,urban,Stephanie Davis,45,Male,4.7,Yes,Hostel,466,08/25/2024,09/03/2024,Cruise,"Barcelona, Spain",553
501,Singapore,Singapore,urban,Brooke Young,65,Male,3.1,Yes,Hostel,463,04/26/2025,05/02/2025,Car Rental,"Singapore, Singapore",396
502,Marrakech,Morocco,cultural,Melissa Vasquez,59,Male,2.6,Yes,Hotel,239,07/01/2024,07/04/2024,Car Rental,"Marrakech, Morocco",291
503,Istanbul,Turkey,historical,Justin Reed,20,Male,3.9,Yes,Hotel,318,10/16/2024,10/21/2024,Cruise,"Istanbul, Turkey",815
504,Venice,Italy,historical,Brian Kaiser,32,Female,4.3,Yes,Apartment,451,10/03/2024,10/07/2024,Bus,"Venice, Italy",362
505,Venice,Italy,historical,James Garcia,53,Female,3.6,Yes,Hotel,433,07/03/2024,07/10/2024,Car Rental,"Venice, Italy",915
506,Paris,France,cultural,Sherry Paul,54,Female,4.6,Yes,Guesthouse,431,09/16/2024,09/28/2024,Flight,"Paris, France",94
507,Phuket,Thailand,beach,Patricia Salinas,65,Male,2.7,Yes,Guesthouse,414,06/07/2024,06/21/2024,Flight,"Phuket, Thailand",222
508,Cancun,Mexico,beach,Melvin Roy,25,Female,2.5,Yes,Apartment,168,05/21/2024,05/31/2024,Car Rental,"Cancun, Mexico",565
509,New York,USA,urban,Mrs. Mary Jefferson,69,Female,4.9,Yes,Apartment,97,09/19/2024,09/20/2024,Car Rental,"New York, USA",291
510,Phuket,Thailand,beach,Robert Lewis,61,Female,1.6,Yes,Hostel,380,03/30/2025,04/06/2025,Car Rental,"Phuket, Thailand",323
511,Cape Town,South Africa,nature,Dr. Matthew Bauer,18,Female,4.1,Yes,Hotel,197,04/06/2025,04/12/2025,Flight,"Cape Town, South Africa",228
512,Bali,Indonesia,beach,Robert Anderson,45,Female,1.5,Yes,Hostel,106,03/02/2025,03/10/2025,Train,"Bali, Indonesia",919
513,Istanbul,Turkey,historical,Catherine Sandoval,51,Female,3.6,Yes,Apartment,406,09/24/2024,10/02/2024,Flight,"Istanbul, Turkey",814
514,New York,USA,urban,Steven Robinson,21,Male,3.1,Yes,Resort,371,07/30/2024,07/31/2024,Cruise,"New York, USA",234
515,Marrakech,Morocco,cultural,Ashley Kennedy,43,Male,1.4,Yes,Guesthouse,356,08/20/2024,08/29/2024,Car Rental,"Marrakech, Morocco",116
516,Edinburgh,UK,historical,Jessica Thomas,44,Female,2.6,Yes,Hotel,172,03/26/2025,03/29/2025,Car Rental,"Edinburgh, UK",948
517,Phuket,Thailand,beach,Thomas Johnson,28,Male,4.7,Yes,Apartment,326,06/04/2024,06/10/2024,Flight,"Phuket, Thailand",787
518,Marrakech,Morocco,cultural,Jennifer Burke,65,Male,2.6,Yes,Guesthouse,342,02/06/2025,02/18/2025,Cruise,"Marrakech, Morocco",862
519,Bora Bora,French Polynesia,beach,Edward Gonzalez,40,Female,2.6,Yes,Resort,347,09/23/2024,09/27/2024,Flight,"Bora Bora, French Polynesia",960
520,Amsterdam,Netherlands,urban,Anne Rose,64,Male,4.8,Yes,Apartment,161,07/07/2024,07/15/2024,Train,"Amsterdam, Netherlands",806
521,Dubai,UAE,urban,Joel Knight,22,Female,1.7,Yes,Guesthouse,344,11/30/2024,12/07/2024,Cruise,"Dubai, UAE",389
522,Istanbul,Turkey,historical,Caroline Baker,48,Male,4.1,Yes,Guesthouse,295,02/06/2025,02/14/2025,Train,"Istanbul, Turkey",805
523,Dubai,UAE,urban,Joshua Ashley,67,Female,3.4,Yes,Resort,390,06/19/2024,06/25/2024,Flight,"Dubai, UAE",143
524,Cape Town,South Africa,nature,George Simpson,25,Male,4.8,Yes,Apartment,458,04/22/2025,04/28/2025,Flight,"Cape Town, South Africa",570
525,Bali,Indonesia,beach,Phillip Wilson,66,Male,1,Yes,Apartment,435,10/24/2024,10/28/2024,Cruise,"Bali, Indonesia",100
526,Cancun,Mexico,beach,Emily Black,68,Male,3.9,Yes,Hotel,387,11/09/2024,11/12/2024,Flight,"Cancun, Mexico",914
527,Phuket,Thailand,beach,Holly Morgan,54,Male,4.3,Yes,Hotel,212,12/01/2024,12/04/2024,Bus,"Phuket, Thailand",982
528,London,UK,urban,Stephanie Ramos,51,Female,3.6,Yes,Guesthouse,264,03/02/2025,03/14/2025,Flight,"London, UK",636
529,Bali,Indonesia,beach,Jessica Phelps,58,Female,2.3,Yes,Apartment,238,02/18/2025,02/20/2025,Train,"Bali, Indonesia",112
530,Phuket,Thailand,beach,Anthony Marshall,42,Male,1.9,Yes,Hotel,62,03/31/2025,04/05/2025,Train,"Phuket, Thailand",652
531,Cape Town,South Africa,nature,Nicole Torres,25,Male,4.5,Yes,Resort,414,02/10/2025,02/16/2025,Car Rental,"Cape Town, South Africa",725
532,Bali,Indonesia,beach,Stephanie Gonzalez,62,Female,1.8,Yes,Hostel,100,05/21/2024,05/27/2024,Car Rental,"Bali, Indonesia",955
533,Cape Town,South Africa,nature,Brent Olson,65,Male,1.4,Yes,Hotel,147,04/26/2025,05/07/2025,Flight,"Cape Town, South Africa",251
534,Bangkok,Thailand,urban,Teresa White,27,Male,2,Yes,Hotel,493,10/07/2024,10/21/2024,Train,"Bangkok, Thailand",499
535,Edinburgh,UK,historical,Bryan Dyer,43,Female,3.9,Yes,Hotel,102,02/28/2025,03/03/2025,Car Rental,"Edinburgh, UK",815
536,Cape Town,South Africa,nature,Matthew Willis,28,Male,4.7,Yes,Resort,306,03/09/2025,03/21/2025,Cruise,"Cape Town, South Africa",800
537,Istanbul,Turkey,historical,Anthony Reeves,26,Male,3.9,Yes,Hotel,232,12/05/2024,12/10/2024,Cruise,"Istanbul, Turkey",681
538,Tokyo,Japan,urban,Christina Rojas,37,Female,2.9,Yes,Apartment,208,07/13/2024,07/24/2024,Flight,"Tokyo, Japan",847
539,Cancun,Mexico,beach,Ann Thomas,45,Female,4.1,Yes,Apartment,268,11/20/2024,12/02/2024,Cruise,"Cancun, Mexico",600
540,Cancun,Mexico,beach,Andres Burton,70,Male,1.1,Yes,Guesthouse,282,03/16/2025,03/20/2025,Train,"Cancun, Mexico",662
541,New York,USA,urban,Jenny Jimenez,70,Male,3.5,Yes,Guesthouse,110,10/28/2024,11/06/2024,Car Rental,"New York, USA",889
542,Bora Bora,French Polynesia,beach,Arthur Gomez,70,Female,3.4,Yes,Apartment,334,02/18/2025,03/02/2025,Flight,"Bora Bora, French Polynesia",627
543,New York,USA,urban,Gabriella Shaw,31,Female,1.4,Yes,Apartment,131,12/05/2024,12/07/2024,Car Rental,"New York, USA",973
544,Edinburgh,UK,historical,Tara Conrad,18,Female,3.2,Yes,Resort,59,02/21/2025,02/23/2025,Cruise,"Edinburgh, UK",425
545,London,UK,urban,Benjamin Calderon,67,Male,3.3,Yes,Hostel,64,07/02/2024,07/16/2024,Car Rental,"London, UK",82
546,Bangkok,Thailand,urban,Mark Aguirre,53,Male,3.3,Yes,Hostel,336,08/29/2024,09/04/2024,Train,"Bangkok, Thailand",864
547,Amsterdam,Netherlands,urban,Tammy Navarro,18,Male,4.9,Yes,Resort,264,04/20/2025,04/27/2025,Cruise,"Amsterdam, Netherlands",145
548,Bangkok,Thailand,urban,Mr. Matthew Wang,61,Male,2.3,Yes,Hostel,307,08/05/2024,08/15/2024,Train,"Bangkok, Thailand",861
549,Phuket,Thailand,beach,Katherine Everett,51,Female,1.3,Yes,Hostel,188,06/09/2024,06/15/2024,Flight,"Phuket, Thailand",643
550,Bora Bora,French Polynesia,beach,Drew Greene,22,Female,3.1,Yes,Guesthouse,448,07/01/2024,07/07/2024,Car Rental,"Bora Bora, French Polynesia",160
551,Rome,Italy,historical,Nicole Duarte,66,Male,1.4,Yes,Resort,433,06/10/2024,06/14/2024,Bus,"Rome, Italy",440
552,Cape Town,South Africa,nature,Cynthia Myers,43,Male,3.2,Yes,Hotel,218,08/28/2024,09/11/2024,Car Rental,"Cape Town, South Africa",321
553,Phuket,Thailand,beach,Tasha Vaughn,21,Male,1.8,Yes,Apartment,424,07/06/2024,07/17/2024,Flight,"Phuket, Thailand",145
554,Sydney,Australia,beach,Timothy Collins,24,Female,3,Yes,Resort,191,08/14/2024,08/27/2024,Cruise,"Sydney, Australia",249
555,Edinburgh,UK,historical,Christopher Ballard,60,Female,3.1,Yes,Hostel,415,09/26/2024,10/07/2024,Cruise,"Edinburgh, UK",231
556,Venice,Italy,historical,Carrie Miller,65,Female,3.2,Yes,Guesthouse,353,03/26/2025,04/04/2025,Cruise,"Venice, Italy",826
557,New York,USA,urban,Valerie West,60,Male,5,Yes,Hostel,420,04/23/2025,05/07/2025,Flight,"New York, USA",300
558,Bora Bora,French Polynesia,beach,Megan Graves,68,Male,1.9,Yes,Resort,120,01/30/2025,02/11/2025,Flight,"Bora Bora, French Polynesia",156
559,London,UK,urban,Laura Martin,20,Female,3.6,Yes,Resort,274,07/16/2024,07/19/2024,Car Rental,"London, UK",378
560,Barcelona,Spain,urban,Peggy Wilson,58,Female,4.7,Yes,Resort,312,01/31/2025,02/10/2025,Flight,"Barcelona, Spain",631
561,Edinburgh,UK,historical,Amy Johnson,57,Male,4.2,Yes,Hotel,363,01/24/2025,02/07/2025,Bus,"Edinburgh, UK",709
562,Edinburgh,UK,historical,Shawn Day,70,Male,4.2,Yes,Guesthouse,114,07/07/2024,07/12/2024,Train,"Edinburgh, UK",913
563,Paris,France,cultural,Melissa Diaz,45,Female,4.4,Yes,Hotel,101,02/16/2025,02/27/2025,Train,"Paris, France",125
564,Singapore,Singapore,urban,Carolyn Schroeder,54,Male,1.8,Yes,Hotel,215,02/21/2025,02/24/2025,Bus,"Singapore, Singapore",510
